t_phys, Cd, Cl
0.09898004191868608, 35.997504786620695, -3.059115552060802e-14
0.19796008383737215, 21.672541587409647, 5.949271568526557e-14
0.2969401257560582, 17.436854347853764, 6.631057681356733e-14
0.3959201676747443, 14.684237054855963, 1.3959143149821742e-14
0.4949002095934304, 14.130298307461224, 1.5568812652850455e-14
0.5938802515121164, 13.44544356041603, -3.187740413041849e-15
0.6928602934308026, 13.144887939652438, -1.047140197720849e-13
0.7918403353494886, 12.712454969136635, -2.916736009414151e-14
0.8908203772681746, 12.613459007393525, 9.983296652156136e-14
0.9898004191868608, 12.333784800161096, -4.0725010174779545e-15
1.088780461105547, 11.778090867705453, -6.730128564164389e-14
1.1877605030242329, 11.529862875351505, 9.67288694429725e-15
1.286740544942919, 11.86755185169324, -2.9215687354047686e-14
1.3857205868616052, 17.144883903792195, -3.823801503037721e-14
1.484700628780291, 12.067734819113186, -1.9152464848969803e-14
